id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1367622205891354625,1367622205891354625,2021-03-05 05:15:17 IST,2021-03-05,05:15:17,+0530,1174396198544801792,healthinsagnt,Health Ins Help 1-888-350-6385,,Why We Should Use Kaiser Permanente Health Insurance?  https://t.co/IseTL8QOk9 #healthinsurance #obamacare #medicare #healthcare,en,[],['https://www.healthinsuranceagent.com/why-we-should-use-kaiser-permanente-health-insurance/'],[],0,0,0,"['healthinsurance', 'obamacare', 'medicare', 'healthcare']",[],https://twitter.com/healthinsagnt/status/1367622205891354625,False,,0,,,,,,,,[],,,,
1367158388975525889,1367154420920672256,2021-03-03 22:32:15 IST,2021-03-03,22:32:15,+0530,3253290236,stopbasicincome,Stop Basic Income ,,"@aboutKP Kaiser Permanente is a scam that collected $7000+ in insurance premiums from me in 2020 but would not let me see a doctor, even virtually, or provide even one service for me.  They wouldn't even send me ID cards.  Never trust @aboutKP",en,"[{'screen_name': 'aboutkp', 'name': 'kaiser permanente', 'id': '17372405'}]",[],[],1,0,0,[],[],https://twitter.com/StopBasicIncome/status/1367158388975525889,False,,0,,,,,,,,"[{'screen_name': 'aboutKP', 'name': 'Kaiser Permanente', 'id': '17372405'}]",,,,
1366878841042444289,1366877725571473410,2021-03-03 04:01:25 IST,2021-03-03,04:01:25,+0530,378474942,nicknicknick01,Nick 🐬,,"And how do I know this?  I have Kaiser Permanente, and they utilize AIM’s competitor — American Specialty Health.  My chiropractor actually bills me directly because the cost of service is less than the copay required by the insurance company.",en,[],[],[],1,0,2,[],[],https://twitter.com/nicknicknick01/status/1366878841042444289,False,,0,,,,,,,,[],,,,
1366768871156428801,1366768871156428801,2021-03-02 20:44:26 IST,2021-03-02,20:44:26,+0530,1311136716707819520,k1pp3y,kyle,,having Kaiser Permanente health insurance means your therapist is booked 2 months out at all times :-),en,[],[],[],2,0,0,[],[],https://twitter.com/k1pp3y/status/1366768871156428801,False,,0,,,,,,,,[],,,,
1366459587537362947,1366459587537362947,2021-03-02 00:15:27 IST,2021-03-02,00:15:27,+0530,1174396198544801792,healthinsagnt,Health Ins Help 1-888-350-6385,,How To Use Kaiser Permanente Health Insurance Card in Hospital?  https://t.co/ktIL0EIFpS #healthinsurance #obamacare #medicare #healthcare,en,[],['https://www.healthinsuranceagent.com/how-to-use-kaiser-permanente-health-insurance-card-in-hospital/'],[],0,0,0,"['healthinsurance', 'obamacare', 'medicare', 'healthcare']",[],https://twitter.com/healthinsagnt/status/1366459587537362947,False,,0,,,,,,,,[],,,,
1366066320811249666,1366066320811249666,2021-02-28 22:12:45 IST,2021-02-28,22:12:45,+0530,115237863,thebillshow,Bill Show,,"@KPSCALnews How about telling people that the main reason people buy Insurance is to limit the ER costs. Well if you go with Kaiser Permanente, they cover None of it. Chiselers and scam artistry of the most canabalistic in house billing profit scheme ever! Ban for profit billing!",en,[],[],[],1,0,0,[],[],https://twitter.com/theBillShow/status/1366066320811249666,False,,0,,,,,,,,[],,,,
1365797368579297280,1365781183632723977,2021-02-28 04:24:02 IST,2021-02-28,04:24:02,+0530,1025897411619610625,esper_lily,Lesbian Deer 🦌,,@Kate_Bunni Thankfully my insurance (Kaiser Permanente NorCal) supports Apple HealthKit so I can look up my labs there.,en,[],[],[],1,0,1,[],[],https://twitter.com/Esper_Lily/status/1365797368579297280,False,,0,,,,,,,,"[{'screen_name': 'Kate_Bunni', 'name': 'Lady Kate', 'id': '117455542'}]",,,,
1365713004990328835,1365706498257477633,2021-02-27 22:48:48 IST,2021-02-27,22:48:48,+0530,886440929527123968,hairscalplife,TAMBRA HOGAN,,"MY ORDAINED, MINISTER, 1ST AND ONLY, HUSBAND D. K., RIVERS, PASSED AWAY. SUED KAISER Permanente AND WON! 1997, DIED SIX MONTHS LATER AND LEFT INSURANCE POLICY, TO HIS FATHER AND NONE TO OUR SONS! OF Course, In USA, all children receive SOCIAL SECURITYBENEFITS,",en,[],[],[],1,0,1,[],[],https://twitter.com/HAIRSCALPLIFE/status/1365713004990328835,False,,0,,,,,,,,[],,,,
1365428721826496514,1365428721826496514,2021-02-27 03:59:10 IST,2021-02-27,03:59:10,+0530,1042848903949737984,johnsontikaa,pooh🦋,,"I despise Kaiser permanente like literally by far the worst medical insurance provider with the worst staff of doctors, legitimately ever",en,[],[],[],1,0,0,[],[],https://twitter.com/JohnsonTikaa/status/1365428721826496514,False,,0,,,,,,,,[],,,,
1365102236754350083,1365102236754350083,2021-02-26 06:21:50 IST,2021-02-26,06:21:50,+0530,72235751,ironpuppy,easydoesit,,Kaiser Permanente has NO vaccination program .. unlike UCSF and Sutter Health Groups. So good luck as there are NO appts available for the general public and absolutely NO organization in mass vaccination plan in CA.  Except if you are a member of the right insurance provider.,en,[],[],[],0,0,0,[],[],https://twitter.com/ironpuppy/status/1365102236754350083,False,,0,,,,,,,,[],,,,
1364844845634777093,1364825299226038272,2021-02-25 13:19:03 IST,2021-02-25,13:19:03,+0530,3164640757,26morelives,BK,,"@ausgrrl @6bq9music There's a great little sequence captured on Nixon's white house tapes where they're talking about health insurance and Haldeman? Ehrlichman? says, 'there's this guy who says we can do this all privately' (Kaiser Permanente)  Nixon says, 'oh, I like that, make it all private'",en,[],[],[],0,0,2,[],[],https://twitter.com/26MoreLives/status/1364844845634777093,False,,0,,,,,,,,"[{'screen_name': 'ausgrrl', 'name': 'Sharon Yoxall', 'id': '943423729'}, {'screen_name': '6bq9music', 'name': '☯️🎶aka Sean', 'id': '2817636476'}]",,,,
1364744950508740614,1364744950508740614,2021-02-25 06:42:06 IST,2021-02-25,06:42:06,+0530,2197275037,thebaddest_girl,Sara 💖,,"So amazed, appreciative and thankful that my health insurance company did in fact quickly and efficiently reimburse me for my rapid Covid test I needed for a flight. Thank you Kaiser Permanente! @KPMemberService  #goodnews #tellmesomethinggood  https://t.co/pZP4tZsiLX",en,"[{'screen_name': 'kpmemberservice', 'name': 'kaiser permanente', 'id': '141378377'}]",[],['https://pbs.twimg.com/media/EvCMS-NU4AIqsOP.jpg'],0,1,2,"['goodnews', 'tellmesomethinggood']",[],https://twitter.com/TheBaddest_Girl/status/1364744950508740614,False,,1,https://pbs.twimg.com/media/EvCMS-NU4AIqsOP.jpg,,,,,,,[],,,,
1364734152944271373,1364733423617769473,2021-02-25 05:59:12 IST,2021-02-25,05:59:12,+0530,2303435012,heyyitsdidi,tweedle didi,,"i've also been unable to receive ANY behavioral health services through my insurance because in DECEMBER they put me on a waitlist until MAY :) so i've been paying out of pocket for psychiatry so i don't kill myself :)))) thank you Kaiser Permanente, so glad i have you!",en,[],[],[],1,0,7,[],[],https://twitter.com/heyyitsdidi/status/1364734152944271373,False,,0,,,,,,,,[],,,,
1364730840740110340,1364730840740110340,2021-02-25 05:46:02 IST,2021-02-25,05:46:02,+0530,636020399,audreyanne_h,Audreyanne 😈,,"kaiser permanente, a giant insurance company, cares more about money than people? wooow shocker 🖕🏻",en,[],[],[],0,0,0,[],[],https://twitter.com/audreyanne_h/status/1364730840740110340,False,,0,,,,,,,,[],,,,
1364597772893130753,1364597772893130753,2021-02-24 20:57:16 IST,2021-02-24,20:57:16,+0530,820954226,yakimaabogado,Stephen Robbins,,"Insurance companies like Kaiser Permanente are obviously in the business of collecting money and denying claims, but it’s also worth pointing out that they fail at other basic functions that consumers of their “product” would reasonably expect.",en,[],[],[],4,4,27,[],[],https://twitter.com/YakimaAbogado/status/1364597772893130753,False,,0,,,,,,,,[],,,,
1364541842268827652,1364541842268827652,2021-02-24 17:15:01 IST,2021-02-24,17:15:01,+0530,1174396198544801792,healthinsagnt,Health Ins Help 1-888-350-6385,,How Does Kaiser Permanente Health Insurance Open Enrollment Work?  https://t.co/TLyJ38npLd #healthinsurance #obamacare #medicare #healthcare,en,[],['https://www.healthinsuranceagent.com/how-does-kaiser-permanente-health-insurance-open-enrollment-work/'],[],0,0,0,"['healthinsurance', 'obamacare', 'medicare', 'healthcare']",[],https://twitter.com/healthinsagnt/status/1364541842268827652,False,,0,,,,,,,,[],,,,
1364512293917233153,1364512293917233153,2021-02-24 15:17:36 IST,2021-02-24,15:17:36,+0530,1174396198544801792,healthinsagnt,Health Ins Help 1-888-350-6385,,How To Use Kaiser Permanente Health Insurance From Employer?  https://t.co/yBM9cotqnE #healthinsurance #obamacare #medicare #healthcare,en,[],['https://www.healthinsuranceagent.com/how-to-use-kaiser-permanente-health-insurance-from-employer/'],[],0,0,0,"['healthinsurance', 'obamacare', 'medicare', 'healthcare']",[],https://twitter.com/healthinsagnt/status/1364512293917233153,False,,0,,,,,,,,[],,,,
1364390862227144710,1364390862227144710,2021-02-24 07:15:05 IST,2021-02-24,07:15:05,+0530,1174396198544801792,healthinsagnt,Health Ins Help 1-888-350-6385,,How Much Can a Kaiser Permanente Insurance Agent Make?  https://t.co/2amokbYoLZ #healthinsurance #obamacare #medicare #healthcare,en,[],['https://www.healthinsuranceagent.com/how-much-can-a-kaiser-permanente-insurance-agent-make/'],[],0,0,0,"['healthinsurance', 'obamacare', 'medicare', 'healthcare']",[],https://twitter.com/healthinsagnt/status/1364390862227144710,False,,0,,,,,,,,[],,,,
1364295918627946497,1364246099918286849,2021-02-24 00:57:49 IST,2021-02-24,00:57:49,+0530,2655929845,crimsongash,Lorraine,,"@SterlingEricson @CJRunski @OuisieM @ginastaylor @AriBerman People who work for Kaiser Permanente donated.   A for-profit health insurance company like Kaiser would not donate to the most outspoken proponent of Medicare For All.  The 325k he received from ""Kaiser"" was from ""individuals"". ZERO from the corporation.  https://t.co/stJ7mdLXcR",en,[],[],['https://pbs.twimg.com/media/Eu7z571UUAAKP_X.jpg'],0,0,0,[],[],https://twitter.com/CrimsonGash/status/1364295918627946497,False,,1,https://pbs.twimg.com/media/Eu7z571UUAAKP_X.jpg,,,,,,,"[{'screen_name': 'SterlingEricson', 'name': 'Bedraggled Scientist', 'id': '3259557702'}, {'screen_name': 'CJRunski', 'name': 'Chris', 'id': '19549409'}, {'screen_name': 'OuisieM', 'name': 'Ouisie 😷 & ⬅️ 6’+ ➡️ 😻🦀', 'id': '751586856110845952'}, {'screen_name': 'ginastaylor', 'name': 'gina taylor', 'id': '83848592'}, {'screen_name': 'AriBerman', 'name': 'Ari Berman', 'id': '15952856'}]",,,,
1363968827831308296,1363968827831308296,2021-02-23 03:18:04 IST,2021-02-23,03:18:04,+0530,1174396198544801792,healthinsagnt,Health Ins Help 1-888-350-6385,,Why Kaiser Permanente Health Insurance Is Important?  https://t.co/pXOXQnJBbM #healthinsurance #obamacare #medicare #healthcare,en,[],['https://www.healthinsuranceagent.com/why-kaiser-permanente-health-insurance-is-important/'],[],0,0,0,"['healthinsurance', 'obamacare', 'medicare', 'healthcare']",[],https://twitter.com/healthinsagnt/status/1363968827831308296,False,,0,,,,,,,,[],,,,
1363142030118031361,1363135555823878151,2021-02-20 20:32:40 IST,2021-02-20,20:32:40,+0530,168321389,vegix,ꪜ𝚎𝚐𝚊𝚗𝚒𝚌,,"@NuAfrikansRise You sent only one site, Kaiser Permanente, a private insurance company, and you claim that to be the basis for the most objective data available. You ignored several sets of data. Including a larger study. You're right facts do matter. All of them. Not just what you cherry pick.",en,[],[],[],0,0,1,[],[],https://twitter.com/vegix/status/1363142030118031361,False,,0,,,,,,,,"[{'screen_name': 'NuAfrikansRise', 'name': 'AfrikansRising', 'id': '797923780957978625'}]",,,,
1363004374373568513,1363004374373568513,2021-02-20 11:25:40 IST,2021-02-20,11:25:40,+0530,1358521926625292291,kaylynvo,Kaylyn Vo,,"@KPSCALnews I couldn’t be more happy to be apart of the Kaiser association! Having Kaiser Permanente as my insurance, I feel safe and protected at all times. I know they will always be there to help not only myself, but the entire community.",en,[],[],[],0,0,0,[],[],https://twitter.com/KaylynVo/status/1363004374373568513,False,,0,,,,,,,,[],,,,
1362943080005992455,1362894904494489603,2021-02-20 07:22:07 IST,2021-02-20,07:22:07,+0530,14202167,asmallteapot,ellen teapot 🇨🇦🏳️‍⚧️,,@NinaEliasoph @Ash_Kalra @monicamallon Kaiser Permanente’s current business model *combines doctors and insurance*,ca,[],[],[],1,0,0,[],[],https://twitter.com/asmallteapot/status/1362943080005992455,False,,0,,,,,,,,"[{'screen_name': 'NinaEliasoph', 'name': 'January 6, 2021. Never forget.', 'id': '246382131'}, {'screen_name': 'Ash_Kalra', 'name': 'Ash Kalra 🌱', 'id': '17721573'}, {'screen_name': 'monicamallon', 'name': 'Monica Mallon', 'id': '1049213132'}]",,,,
1362831089228673025,1362831089228673025,2021-02-19 23:57:06 IST,2021-02-19,23:57:06,+0530,1165524375979749376,caucaliscarota,Kill Mitch McConnell,,Kaiser Permanente Insurance should be ashamed of themselves.   Guess what my therapy coverage is? *two* sessions per year.   This is what you're offering during some of the most stressful years ever???,en,[],[],[],0,0,3,[],[],https://twitter.com/caucaliscarota/status/1362831089228673025,False,,0,,,,,,,,[],,,,
1362547416537255937,1362547416537255937,2021-02-19 05:09:53 IST,2021-02-19,05:09:53,+0530,3185597269,go321d,DGo,,"@postleftpunk29 Have you ever wondered why exactly hospitals or health insurance companies (Kaiser Permanente, et cetera) or other companies (Planned Parenthood) never offer sterilized people the option of child support insurance? They have enough money to make it work, after all",en,[],[],[],1,0,0,[],[],https://twitter.com/Go321D/status/1362547416537255937,False,,0,,,,,,,,[],,,,
1362487854018949120,1362487854018949120,2021-02-19 01:13:12 IST,2021-02-19,01:13:12,+0530,1220460650,karlbrown_1,Karl Brown,,"""Kaiser Permanente, which serves the largest share of the state’s health insurance market and runs a vast hospital system, has received a disproportionately small share of vaccines from the state, according to the company &amp; government officials."" @aboutKP   https://t.co/C6j9wxIJAS",en,"[{'screen_name': 'aboutkp', 'name': 'kaiser permanente', 'id': '17372405'}]",['https://www.sfchronicle.com/bayarea/article/Why-does-California-s-health-care-giant-Kaiser-15947732.php'],[],0,0,0,[],[],https://twitter.com/KarlBrown_1/status/1362487854018949120,False,,0,,,,,,,,[],,,,
1362428206687477760,1362428206687477760,2021-02-18 21:16:11 IST,2021-02-18,21:16:11,+0530,269027645,tha_frederation,Tha_Frederation △⃒⃘ ⚡️,,Kaiser permanente is a piece of shit for not telling myself or my kids mom beforehand that only one parent can be with thier child per appointment. Drove all the way to Baldwin park for no fucking reason. Changing my medical insurance ASAP,en,[],[],[],2,0,1,[],[],https://twitter.com/Tha_Frederation/status/1362428206687477760,False,,0,,,,,,,,[],,,,
1362199180765138944,1362062764278231040,2021-02-18 06:06:07 IST,2021-02-18,06:06:07,+0530,1839744276,lynnkosmakos1,LynnSupportsBiden,,"@LindaMarkss No dose.  (I'm a 74 year old cancer patient.)  40% of Californians w/health insurance are Kaiser Permanente members. Kaiser only got 249,000 doses of vaccine.",en,[],[],[],0,0,0,[],[],https://twitter.com/lynnkosmakos1/status/1362199180765138944,False,,0,,,,,,,,"[{'screen_name': 'LindaMarkss', 'name': 'Linda Marks', 'id': '21974005'}]",,,,
1362167550855970820,1361106496839430147,2021-02-18 04:00:26 IST,2021-02-18,04:00:26,+0530,1174099964642746368,drtessat,Tessa🧦🐒,,@Cyanytlas @Rights4Patients That sounds about right. Kaiser Permanente has repeatedly denied me medical care I need! I avoid doctors and only have medical insurance for emergencies and I’ve been denied emergency medical care. Kaiser is horrifying!,en,[],[],[],0,0,0,[],[],https://twitter.com/DrTessaT/status/1362167550855970820,False,,0,,,,,,,,"[{'screen_name': 'Cyanytlas', 'name': 'Jessica Lavoie', 'id': '499074221'}, {'screen_name': 'Rights4Patients', 'name': '4PatientRights', 'id': '1076872410211733505'}]",,,,
1362112349180633088,1362099405684318208,2021-02-18 00:21:05 IST,2021-02-18,00:21:05,+0530,1228322299,josh_hawn,Josh Hawn 🚲🏘🌲🔰,,@eean @LeftistConnor I can understand medical offices being grouped around a hospital for efficiency but there you've got the cluster of Kaiser Permanente Health Offices and hospital two blocks from the cluster of health offices and a hospital for if you've got a different insurance provider.,en,[],[],[],2,0,0,[],[],https://twitter.com/Josh_Hawn/status/1362112349180633088,False,,0,,,,,,,,"[{'screen_name': 'eean', 'name': 'Ian Monroe', 'id': '8826002'}, {'screen_name': 'LeftistConnor', 'name': 'AB 387 Fan Account', 'id': '4698299868'}]",,,,
1362095898331906061,1362095898331906061,2021-02-17 23:15:43 IST,2021-02-17,23:15:43,+0530,1174396198544801792,healthinsagnt,Health Ins Help 1-888-350-6385,,How To Use Kaiser Permanente Health Insurance Card in Hospital?  https://t.co/ktIL0EIFpS #healthinsurance #obamacare #medicare #healthcare,en,[],['https://www.healthinsuranceagent.com/how-to-use-kaiser-permanente-health-insurance-card-in-hospital/'],[],0,0,0,"['healthinsurance', 'obamacare', 'medicare', 'healthcare']",[],https://twitter.com/healthinsagnt/status/1362095898331906061,False,,0,,,,,,,,[],,,,
1361721644033671172,1361713921460228097,2021-02-16 22:28:34 IST,2021-02-16,22:28:34,+0530,1087164333497507842,t2diabetestruth,Kevin Richardson PhD,,"@practicalbob Yea I can see that being an insurance thing....I get it, but imo complete records for key biomarkers should be taken all the time. I guess I can kiss a career at Kaiser Permanente good bye.",en,[],[],[],1,0,2,[],[],https://twitter.com/T2DiabetesTruth/status/1361721644033671172,False,,0,,,,,,,,"[{'screen_name': 'practicalbob', 'name': 'The BobFather', 'id': '1191734695513464832'}]",,,,
1361462041832263692,1361366746934898689,2021-02-16 05:17:00 IST,2021-02-16,05:17:00,+0530,220519056,mommicality,Dr. Mommicality,,@WillardoA54 @DogginTrump Kaiser permanente sent me a form/link connected already to my health insurance account.,en,[],[],[],1,0,1,[],[],https://twitter.com/mommicality/status/1361462041832263692,False,,0,,,,,,,,"[{'screen_name': 'WillardoA54', 'name': 'With Liberty and Justice for ALL.', 'id': '924007110060281856'}, {'screen_name': 'DogginTrump', 'name': 'WTFGOP?', 'id': '824320363257413633'}]",,,,
1361269244827172865,1361269244827172865,2021-02-15 16:30:53 IST,2021-02-15,16:30:53,+0530,413877782,josh_artus,Josh Artus,,"Kaiser Permanente (@aboutKP) is the largest investor, having contributed $50 million as part of its mission to promote better health.   Insurance firm investing in real estate for returns on health.  ROH, a new metric for cities. A new metric for people.   https://t.co/esVi8WeSto",en,"[{'screen_name': 'aboutkp', 'name': 'kaiser permanente', 'id': '17372405'}]",['https://www.latimes.com/california/story/2021-02-10/theyre-building-affordable-housing-for-the-homeless-without-government-help'],[],0,0,0,[],[],https://twitter.com/Josh_Artus/status/1361269244827172865,False,,0,,,,,,,,[],,,,
1360650349263077384,1360650349263077384,2021-02-13 23:31:37 IST,2021-02-13,23:31:37,+0530,121597316,sfchronicle,San Francisco Chronicle,,"Kaiser Permanente, which serves the largest share of the state’s health insurance market and runs a vast hospital system, has received a disproportionately small share of vaccines from the state.  https://t.co/KHaPfIQ6w6",en,[],['https://trib.al/YPQp8nZ'],[],5,4,16,[],[],https://twitter.com/sfchronicle/status/1360650349263077384,False,,0,,,,,,,,[],,,,
1360586649739153409,1360586649739153409,2021-02-13 19:18:30 IST,2021-02-13,19:18:30,+0530,1174396198544801792,healthinsagnt,Health Ins Help 1-888-350-6385,,How To Use Kaiser Permanente Health Insurance From Employer?  https://t.co/yBM9cotqnE #healthinsurance #obamacare #medicare #healthcare,en,[],['https://www.healthinsuranceagent.com/how-to-use-kaiser-permanente-health-insurance-from-employer/'],[],0,0,0,"['healthinsurance', 'obamacare', 'medicare', 'healthcare']",[],https://twitter.com/healthinsagnt/status/1360586649739153409,False,,0,,,,,,,,[],,,,
1360535876774858754,1360535874052759553,2021-02-13 15:56:45 IST,2021-02-13,15:56:45,+0530,99518130,terriscofield,terri scofield,,"ALL 8 BIG INSURANCE CO-DEFENDANTS (2 divisions of United Healthcare, 2 of BlueCrossBlue Shield, Cigna, Aetna, Kaiser Permanente, Anthem settled fed class action RICO lawsuit Torrey v IDSA et al just as reporters were finally contacting them re my theory Curious timing, no?",en,[],[],[],1,0,0,[],[],https://twitter.com/terriscofield/status/1360535876774858754,False,,0,,,,,,,,[],,,,
1360329019422461953,1359889359235784706,2021-02-13 02:14:46 IST,2021-02-13,02:14:46,+0530,1131689208,tonyelviejito,Tony,,@GavinNewsom I can not get appointment to start so sad so disorganized  kaiser permanente is not even given hope 70 year &amp; up we are paying hi price health insurance no vaccinated  not eve i have 66 years sad,en,[],[],[],0,0,0,[],[],https://twitter.com/TonyElViejito/status/1360329019422461953,False,,0,,,,,,,,"[{'screen_name': 'GavinNewsom', 'name': 'Gavin Newsom', 'id': '11347122'}]",,,,
1360268423402577921,1360268423402577921,2021-02-12 22:13:59 IST,2021-02-12,22:13:59,+0530,232023726,selfiegoddesss,janay,,i miss Kaiser Permanente. i don’t like any of these other insurances. I just miss one stop shop insurance. never had a problem. ever. the best. 🥺,en,[],[],[],0,0,2,[],[],https://twitter.com/selfiegoddesss/status/1360268423402577921,False,,0,,,,,,,,[],,,,
1360242829642072066,1360218069428232192,2021-02-12 20:32:17 IST,2021-02-12,20:32:17,+0530,1063496888765374469,bacoll6,Brid Collins🇪🇺🇮🇪💙#ProEurope #PPR,,"@huler @zarahsultana @shailjapatel The Kaiser Permanente system? Do you know anything about this? It has been compared to the NHS in at least one study, but appears to be a health insurance membership scheme with charges for use, not free at point of use",en,[],[],[],1,0,0,[],[],https://twitter.com/BACOLL6/status/1360242829642072066,False,,0,,,,,,,,"[{'screen_name': 'huler', 'name': '(((Scott Huler)))', 'id': '37705193'}, {'screen_name': 'zarahsultana', 'name': 'Zarah Sultana MP', 'id': '3056307455'}, {'screen_name': 'shailjapatel', 'name': 'Shailja Patel', 'id': '16753540'}]",,,,
